Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF
1440,60,3,80.0,1324,1,2,3,3,0,4,0,14,2,2,0,7,7,6,1979,1979,3,1,6,6,1,96.0,3,4,1,3,3,3,2,315.0,4,110.0,114.0,539.0,1,4,1,4,0,1725,0.0,0.0,2,1,3,1,3,6,6,1,4,1,1979.0,1,2.0,550.0,4,4,2,0,88,216,0,0,0,3,4,4,0,11,2007,8,4,197000.0,1725
1441,70,3,79.0,1318,1,2,0,0,0,4,1,6,2,2,0,3,6,7,1922,1994,1,1,8,8,3,0.0,3,4,0,0,3,3,5,0.0,5,0.0,588.0,588.0,1,1,1,4,384,2555,0.0,0.0,2,0,3,1,3,11,2,1,2,5,1993.0,0,2.0,672.0,4,4,2,431,0,0,0,0,0,3,4,4,0,9,2008,8,4,191000.0,2171
1442,120,4,0.0,148,1,2,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147.0,2,4,2,2,3,0,2,697.0,5,0.0,151.0,848.0,1,0,1,4,0,848,1.0,0.0,1,0,1,1,2,3,6,1,4,1,2004.0,1,2.0,420.0,4,4,2,149,0,0,0,0,0,3,4,4,0,5,2008,8,4,149300.0,848
1443,60,1,85.0,1215,1,2,3,3,0,4,0,21,2,2,0,5,10,5,2008,2008,1,1,12,13,2,160.0,0,4,2,0,3,0,2,765.0,5,0.0,252.0,1017.0,1,0,1,4,0,2007,1.0,0.0,2,1,3,1,0,10,6,1,0,1,2008.0,0,3.0,812.0,4,4,2,168,52,0,0,0,0,3,4,4,0,4,2009,8,4,310000.0,2007
1444,30,3,0.0,714,1,2,3,3,0,4,0,3,2,2,0,1,6,6,1916,1950,1,1,13,14,3,0.0,3,4,0,3,3,3,5,0.0,5,0.0,952.0,952.0,3,1,0,1,0,952,0.0,0.0,1,0,2,1,1,4,6,1,2,5,1916.0,2,1.0,192.0,1,3,1,0,98,0,0,40,0,3,4,4,0,5,2009,8,4,121000.0,952
1445,20,3,63.0,630,1,2,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,1,12,13,1,106.0,2,4,2,2,3,0,5,0.0,5,0.0,1422.0,1422.0,1,0,1,4,0,1422,0.0,0.0,2,0,3,1,2,7,6,0,5,1,2004.0,1,2.0,626.0,4,4,2,192,60,0,0,0,0,3,4,4,0,11,2007,8,4,179600.0,1422
1446,85,3,70.0,608,1,2,3,3,0,4,0,19,2,2,0,6,6,5,1966,1966,1,1,12,13,3,0.0,3,4,1,3,3,1,3,187.0,4,627.0,0.0,814.0,1,2,1,4,0,913,1.0,0.0,1,0,3,1,3,6,6,0,5,5,1990.0,2,1.0,240.0,4,4,2,0,0,252,0,0,0,3,4,4,0,5,2007,8,4,129000.0,913
1447,20,3,0.0,1909,1,2,0,3,0,1,0,11,2,2,0,2,5,7,1962,1962,1,1,6,6,1,189.0,3,4,1,3,3,3,4,593.0,5,0.0,595.0,1188.0,1,4,1,4,0,1188,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1962.0,2,1.0,312.0,4,4,1,261,39,0,0,0,0,3,4,4,0,4,2010,8,4,157900.0,1188
1448,60,3,80.0,984,1,2,3,3,0,4,0,5,2,2,0,5,8,5,1995,1996,1,1,12,13,1,438.0,2,4,2,2,3,3,2,1079.0,5,0.0,141.0,1220.0,1,0,1,4,0,2090,1.0,0.0,2,1,3,1,2,8,6,1,4,1,1995.0,1,2.0,556.0,4,4,2,0,65,0,0,0,0,3,4,4,0,12,2007,8,4,240000.0,2090
1449,50,3,70.0,1356,1,2,3,3,0,4,0,7,2,2,0,5,4,7,1910,2000,1,1,8,6,3,0.0,3,4,1,1,3,3,5,0.0,5,0.0,560.0,560.0,1,2,0,4,0,1346,0.0,0.0,1,1,2,1,3,6,3,0,5,5,1950.0,2,1.0,384.0,1,4,2,168,24,0,0,0,0,3,1,4,0,5,2007,8,4,112000.0,1346
1450,180,4,21.0,10,1,2,3,3,0,4,0,10,2,2,3,6,5,7,1970,1970,1,1,5,5,3,0.0,3,4,1,2,3,0,2,553.0,5,0.0,77.0,630.0,1,0,1,4,0,630,1.0,0.0,1,0,1,1,0,3,6,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,4,4,0,8,2006,8,0,92000.0,630
1451,90,3,60.0,751,1,2,3,3,0,2,0,12,2,2,2,5,5,5,1974,1974,1,1,12,13,3,0.0,3,4,1,2,3,3,5,0.0,5,0.0,896.0,896.0,1,4,1,4,0,1792,0.0,0.0,2,2,4,2,3,8,6,0,5,6,0.0,3,0.0,0.0,5,5,2,32,45,0,0,0,0,3,4,4,0,9,2009,8,4,136000.0,1792
1452,20,3,78.0,816,1,2,3,3,0,4,0,21,2,2,0,2,8,5,2008,2009,1,1,5,5,2,194.0,2,4,2,2,3,3,5,0.0,5,0.0,1573.0,1573.0,1,0,1,4,0,1578,0.0,0.0,2,0,3,1,0,7,6,1,2,1,2008.0,0,3.0,840.0,4,4,2,0,36,0,0,0,0,3,4,4,0,5,2009,6,5,287090.0,1578
1453,180,4,35.0,95,1,2,3,3,0,4,0,7,2,2,4,7,5,5,2005,2005,1,1,12,13,1,80.0,3,4,2,2,3,1,2,547.0,5,0.0,0.0,547.0,1,2,1,4,0,1072,1.0,0.0,1,0,2,1,3,5,6,0,5,2,2005.0,0,2.0,525.0,4,4,2,0,28,0,0,0,0,3,4,4,0,5,2006,8,4,145000.0,1072
1454,20,3,90.0,1812,1,2,3,3,0,4,0,11,2,2,0,2,5,5,2006,2006,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1140.0,1140.0,1,0,1,4,0,1140,0.0,0.0,1,0,3,1,3,6,6,0,5,6,0.0,3,0.0,0.0,5,5,2,36,56,0,0,0,0,3,4,4,0,7,2006,8,0,84500.0,1140
1455,20,1,62.0,419,1,1,3,3,0,4,0,21,2,2,0,2,7,5,2004,2005,1,1,12,13,3,0.0,2,4,2,2,3,3,2,410.0,5,0.0,811.0,1221.0,1,0,1,4,0,1221,1.0,0.0,2,0,2,1,2,6,6,0,5,1,2004.0,1,2.0,400.0,4,4,2,0,113,0,0,0,0,3,4,4,0,10,2009,8,4,185000.0,1221
1456,60,3,62.0,500,1,2,3,3,0,4,0,8,2,2,0,5,6,5,1999,2000,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,953.0,953.0,1,0,1,4,0,1647,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1999.0,1,2.0,460.0,4,4,2,0,40,0,0,0,0,3,4,4,0,8,2007,8,4,175000.0,1647
1457,20,3,85.0,1569,1,2,3,3,0,4,0,14,2,2,0,2,6,6,1978,1988,1,1,9,10,2,119.0,3,4,1,2,3,3,0,790.0,4,163.0,589.0,1542.0,1,4,1,4,0,2073,1.0,0.0,2,0,3,1,3,7,2,2,4,1,1978.0,2,2.0,500.0,4,4,2,349,0,0,0,0,0,3,2,4,0,2,2010,8,4,210000.0,2073
1458,70,3,66.0,759,1,2,3,3,0,4,0,6,2,2,0,5,7,9,1941,2006,1,1,5,5,3,0.0,0,2,4,3,1,3,2,275.0,5,0.0,877.0,1152.0,1,0,1,4,0,2340,0.0,0.0,2,0,4,1,2,9,6,2,2,1,1941.0,1,1.0,252.0,4,4,2,0,60,0,0,0,0,3,0,2,2500,5,2010,8,4,266500.0,2340
1459,20,3,68.0,916,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1950,1996,3,1,8,8,3,0.0,3,4,1,3,3,2,2,49.0,4,1029.0,0.0,1078.0,1,2,1,0,0,1078,1.0,0.0,1,0,2,1,2,5,6,0,5,1,1950.0,2,1.0,240.0,4,4,2,366,0,112,0,0,0,3,4,4,0,4,2010,8,4,142125.0,1078
1460,20,3,75.0,971,1,2,3,3,0,4,0,7,2,2,0,2,5,6,1965,1965,1,1,6,6,3,0.0,2,4,1,3,3,3,1,830.0,3,290.0,136.0,1256.0,1,2,1,4,0,1256,1.0,0.0,1,1,3,1,3,6,6,0,5,1,1965.0,0,1.0,276.0,4,4,2,736,68,0,0,0,0,3,4,4,0,6,2008,8,4,147500.0,1256
1461,20,2,80.0,1329,1,2,3,3,0,4,0,12,1,2,0,2,5,6,1961,1961,1,1,12,13,3,0.0,3,4,1,3,3,3,4,468.0,3,144.0,270.0,882.0,1,4,1,4,0,896,0.0,0.0,1,0,2,1,3,5,6,0,5,1,1961.0,2,1.0,730.0,4,4,2,140,0,0,0,120,0,3,2,4,0,6,2010,8,4,169277.0524984,896
1462,20,3,81.0,1671,1,2,0,3,0,0,0,12,2,2,0,2,6,6,1958,1958,3,1,13,14,1,108.0,3,4,1,3,3,3,0,923.0,5,0.0,406.0,1329.0,1,4,1,4,0,1329,0.0,0.0,1,1,3,1,2,6,6,0,5,1,1958.0,2,1.0,312.0,4,4,2,393,36,0,0,0,0,3,4,0,12500,6,2010,8,4,187758.393988768,1329
1463,60,3,74.0,1635,1,2,0,3,0,4,0,8,2,2,0,5,5,5,1997,1998,1,1,12,13,3,0.0,3,4,2,2,3,3,2,791.0,5,0.0,137.0,928.0,1,2,1,4,0,1629,0.0,0.0,2,1,3,1,3,6,6,1,4,1,1997.0,0,2.0,482.0,4,4,2,212,34,0,0,0,0,3,2,4,0,3,2010,8,4,183583.683569555,1629
1464,60,3,78.0,979,1,2,0,3,0,4,0,8,2,2,0,5,6,6,1998,1998,1,1,12,13,1,20.0,3,4,2,3,3,3,2,602.0,5,0.0,324.0,926.0,1,0,1,4,0,1604,0.0,0.0,2,1,3,1,2,7,6,1,2,1,1998.0,0,2.0,470.0,4,4,2,360,36,0,0,0,0,3,4,4,0,6,2010,8,4,179317.47751083,1604
1465,120,3,43.0,178,1,2,0,1,0,4,0,22,2,2,4,2,8,5,1992,1992,1,1,6,6,3,0.0,2,4,2,2,3,3,0,263.0,5,0.0,1017.0,1280.0,1,0,1,4,0,1280,0.0,0.0,2,0,2,1,2,5,6,0,5,1,1992.0,1,2.0,506.0,4,4,2,0,82,0,0,144,0,3,4,4,0,1,2010,8,4,150730.079976501,1280
1466,60,3,75.0,984,1,2,0,3,0,0,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,763.0,763.0,1,2,1,4,0,1655,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1993.0,0,2.0,440.0,4,4,2,157,84,0,0,0,0,3,4,4,0,4,2010,8,4,177150.989247307,1655
1467,20,3,0.0,513,1,2,0,3,0,4,0,8,2,2,0,2,6,7,1992,2007,1,1,6,6,3,0.0,3,2,2,2,3,3,0,935.0,5,0.0,233.0,1168.0,1,0,1,4,0,1187,1.0,0.0,2,0,3,1,3,6,6,0,5,1,1992.0,0,2.0,420.0,4,4,2,483,21,0,0,0,0,3,0,2,500,3,2010,8,4,172070.659229164,1187
1468,60,3,63.0,609,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,789.0,789.0,1,2,1,4,0,1465,0.0,0.0,2,1,3,1,3,7,6,1,2,1,1998.0,0,2.0,393.0,4,4,2,0,75,0,0,0,0,3,4,4,0,5,2010,8,4,175110.956519547,1465
1469,20,3,85.0,1026,1,2,3,3,0,4,0,8,2,2,0,2,7,5,1990,1990,1,1,6,6,3,0.0,3,4,2,2,3,1,2,637.0,5,0.0,663.0,1300.0,1,2,1,4,0,1341,1.0,0.0,1,1,2,1,2,5,6,1,3,1,1990.0,2,2.0,506.0,4,4,2,192,0,0,0,0,0,3,4,4,0,2,2010,8,4,162011.698831665,1341
1470,20,3,70.0,608,1,2,3,3,0,0,0,12,2,2,0,2,4,5,1970,1970,1,1,9,10,3,0.0,3,4,1,3,3,3,0,804.0,4,78.0,0.0,882.0,1,4,1,4,0,882,1.0,0.0,1,0,2,1,3,4,6,0,5,1,1970.0,0,2.0,525.0,4,4,2,240,0,0,0,0,0,3,2,4,0,4,2010,8,4,160726.247831419,882
1471,120,2,26.0,234,1,2,0,3,0,2,0,12,2,2,4,2,7,5,1999,1999,1,1,8,8,3,0.0,2,4,2,2,3,3,2,1051.0,1,0.0,354.0,1405.0,1,0,1,4,0,1337,1.0,0.0,2,0,2,1,2,5,6,1,1,1,1999.0,0,2.0,511.0,4,4,2,203,68,0,0,0,0,3,4,4,0,6,2010,8,4,157933.279456005,1337
1472,160,4,21.0,13,1,2,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,1,504.0,3,4,1,3,3,3,4,156.0,5,0.0,327.0,483.0,1,4,1,4,0,987,0.0,0.0,1,1,2,1,3,5,6,0,5,5,1971.0,2,1.0,264.0,4,4,2,275,0,0,0,0,0,3,4,4,0,2,2010,0,4,145291.245020389,987
1473,160,4,21.0,13,1,2,3,3,0,4,0,2,2,2,3,5,5,5,1971,1971,1,1,6,6,1,492.0,3,4,1,3,3,3,4,300.0,5,0.0,225.0,525.0,1,4,1,4,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1997.0,2,1.0,320.0,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2010,8,4,159672.017631819,1092
1474,160,3,24.0,37,1,2,3,3,0,2,0,13,2,2,3,5,6,6,1975,1975,1,1,9,2,3,0.0,3,4,1,3,3,3,0,514.0,5,0.0,341.0,855.0,1,4,1,4,0,1456,0.0,0.0,2,1,3,1,2,6,6,1,4,1,1975.0,2,2.0,440.0,4,4,2,173,0,0,0,0,0,3,4,4,0,6,2010,8,4,164167.518301885,1456
1475,120,3,24.0,37,1,2,3,3,0,2,0,13,2,2,3,2,7,6,1975,1975,1,1,9,2,3,0.0,3,4,1,2,3,3,5,0.0,5,0.0,836.0,836.0,1,0,1,4,0,836,0.0,0.0,1,0,2,1,3,4,6,0,5,1,1975.0,2,1.0,308.0,4,4,2,0,30,0,0,0,0,3,4,4,0,6,2010,8,4,150891.638244053,836
1476,60,3,102.0,1523,1,2,0,3,0,4,0,16,2,2,0,5,9,5,2009,2010,1,1,12,13,2,162.0,0,4,2,0,3,3,5,0.0,5,0.0,1590.0,1590.0,1,0,1,4,0,2334,0.0,0.0,2,1,3,1,0,10,6,1,2,1,2009.0,0,3.0,751.0,4,4,2,144,133,0,0,0,0,3,4,4,0,1,2010,6,5,179460.96518734,2334
1477,20,3,94.0,1527,1,2,0,3,0,0,0,16,2,2,0,2,8,5,2009,2010,1,1,12,13,2,256.0,2,4,2,2,3,3,5,0.0,5,0.0,1544.0,1544.0,1,0,1,4,0,1544,0.0,0.0,2,0,3,1,2,7,6,0,5,1,2009.0,1,3.0,868.0,4,4,2,0,35,0,0,0,0,3,4,4,0,6,2010,6,5,185034.62891405,1544
1478,20,3,90.0,1317,1,2,3,3,0,4,0,16,4,2,0,2,9,5,2005,2005,3,1,12,13,1,615.0,2,4,2,0,3,3,2,110.0,5,0.0,1588.0,1698.0,1,0,1,4,0,1698,0.0,0.0,2,0,3,1,0,7,6,1,2,1,2005.0,0,3.0,730.0,4,4,2,192,74,0,0,0,0,3,4,4,0,6,2010,8,4,182352.192644656,1698
1479,20,3,79.0,1651,1,2,0,3,0,4,0,16,2,2,0,2,8,5,2005,2006,3,1,5,5,1,240.0,2,4,2,0,3,3,2,28.0,5,0.0,1794.0,1822.0,1,0,1,4,0,1822,0.0,0.0,2,0,3,1,0,8,6,1,2,1,2005.0,1,3.0,678.0,4,4,2,0,119,0,0,0,0,3,4,4,0,2,2010,8,4,183053.458213802,1822
1480,20,3,110.0,1674,1,2,3,1,0,4,1,16,2,2,0,2,9,5,2003,2004,3,1,12,13,1,1095.0,0,4,2,0,3,1,2,1373.0,5,0.0,1473.0,2846.0,1,0,1,4,0,2696,1.0,0.0,2,1,3,1,0,10,6,2,2,1,2003.0,0,3.0,958.0,4,4,2,220,150,0,0,0,0,3,4,4,0,6,2010,8,4,187823.339254278,2696
1481,60,3,105.0,1616,1,2,3,3,0,0,0,16,2,2,0,5,8,5,2002,2002,1,1,12,13,1,232.0,2,4,2,2,3,1,2,578.0,5,0.0,1093.0,1671.0,1,0,1,4,0,2250,1.0,0.0,2,1,3,1,2,7,6,1,0,1,2002.0,0,3.0,756.0,4,4,2,238,130,0,0,0,0,3,4,4,0,6,2010,8,4,186544.114327568,2250
1482,120,3,41.0,357,1,2,0,3,0,4,0,16,2,2,4,2,8,5,2006,2006,1,1,12,13,2,178.0,2,4,2,2,3,2,2,24.0,5,0.0,1346.0,1370.0,1,0,1,4,0,1370,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,1,2.0,484.0,4,4,2,120,49,0,0,0,0,3,4,4,0,4,2010,8,4,158230.77520516,1370
1483,20,3,100.0,1844,1,2,0,3,0,0,0,8,2,2,0,2,6,5,2005,2005,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1324.0,1324.0,1,0,1,4,0,1324,0.0,0.0,2,0,3,1,2,6,6,0,5,1,2005.0,0,2.0,430.0,4,4,2,36,23,0,0,0,0,3,4,4,0,1,2010,8,4,190552.829321091,1324
1484,120,3,43.0,74,1,2,3,3,0,4,0,0,2,2,4,2,7,5,2006,2006,1,1,12,13,1,14.0,2,4,2,2,3,0,2,16.0,5,0.0,1129.0,1145.0,1,0,1,4,0,1145,0.0,0.0,2,0,2,1,2,6,6,0,5,1,2006.0,0,2.0,437.0,4,4,2,100,116,0,0,0,0,3,4,4,0,1,2010,8,4,147183.67487199,1145
1485,80,3,67.0,1581,1,2,0,3,0,4,0,8,2,2,0,7,7,5,2004,2004,1,1,12,13,3,0.0,2,4,2,2,3,3,2,326.0,5,0.0,58.0,384.0,1,0,1,4,0,1374,1.0,0.0,2,1,3,1,2,7,6,1,2,3,2004.0,0,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,4,0,6,2010,8,4,185855.300905493,1374
1486,60,3,63.0,650,1,2,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,847.0,847.0,1,0,1,4,0,1733,0.0,0.0,2,1,3,1,2,7,6,1,2,3,2004.0,0,2.0,433.0,4,4,2,144,48,0,0,0,0,3,4,4,0,4,2010,8,4,174350.470676986,1733
1487,60,3,60.0,1818,1,2,1,3,0,1,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,114.0,2,4,2,0,3,3,5,0.0,5,0.0,1629.0,1629.0,1,0,1,4,0,2475,0.0,0.0,2,1,4,1,2,7,6,1,4,1,1998.0,0,3.0,962.0,4,4,2,23,172,0,0,256,0,3,4,4,0,1,2010,8,4,201740.620690863,2475
1488,20,3,73.0,746,1,2,3,3,0,4,0,21,2,2,0,2,8,5,2005,2006,1,1,12,13,1,226.0,2,4,2,2,3,4,5,0.0,5,0.0,1595.0,1595.0,1,0,1,4,0,1595,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2005.0,1,3.0,880.0,4,4,2,144,0,0,0,0,0,3,4,4,0,5,2010,8,4,162986.378895754,1595
1489,20,1,92.0,801,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2009,2010,3,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1218.0,1218.0,1,0,1,4,0,1218,0.0,0.0,2,0,2,1,2,4,6,0,5,1,2009.0,1,2.0,676.0,4,4,2,0,136,0,0,0,0,3,4,4,0,4,2010,6,5,162330.199085679,1218
1490,20,1,84.0,1089,1,2,3,3,0,0,0,21,2,2,0,2,6,5,2005,2005,1,1,12,13,3,0.0,2,4,2,0,3,3,2,1414.0,5,0.0,54.0,1468.0,1,0,1,4,0,1468,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2005.0,0,2.0,528.0,4,4,2,0,102,0,0,216,0,3,4,4,0,5,2010,8,4,165845.938616539,1468
1491,60,3,70.0,1384,1,2,3,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,1,122.0,2,4,2,2,3,0,5,0.0,5,0.0,831.0,831.0,1,0,1,4,0,1659,0.0,0.0,2,1,3,1,2,8,6,0,5,1,2004.0,1,2.0,484.0,4,4,2,144,68,0,0,0,0,3,4,4,0,4,2010,8,4,180929.622876974,1659
1492,30,2,70.0,941,1,2,3,3,0,0,0,20,1,2,0,2,5,5,1920,1950,1,1,13,14,3,0.0,3,1,0,3,3,3,5,0.0,5,0.0,816.0,816.0,1,4,0,0,0,1012,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1920.0,2,1.0,429.0,4,4,2,121,0,80,0,0,0,3,4,4,0,4,2010,8,4,163481.501519718,1012
1493,20,3,39.0,1736,1,2,0,3,0,1,0,19,7,2,0,2,6,6,1974,2002,3,1,9,10,0,250.0,3,2,1,3,3,1,1,126.0,2,859.0,223.0,1208.0,1,0,1,4,0,1494,1.0,0.0,2,0,3,1,3,7,6,2,1,1,1974.0,0,2.0,461.0,4,4,2,296,0,186,0,0,0,3,0,4,0,4,2010,8,0,187798.076714233,1494
1494,60,3,85.0,1565,1,2,0,3,0,4,0,15,2,2,0,5,8,5,1993,1993,1,1,6,7,1,504.0,2,4,2,2,3,3,3,250.0,2,981.0,0.0,1231.0,1,0,1,4,0,2349,1.0,0.0,2,1,4,1,2,9,6,1,4,1,1993.0,1,3.0,762.0,4,4,2,32,130,0,0,0,0,3,4,4,0,6,2010,8,4,198822.198942566,2349
1495,60,3,88.0,1242,1,2,3,3,0,4,0,15,2,2,0,5,8,5,1992,1993,1,1,6,6,1,180.0,2,4,2,2,3,3,2,1129.0,5,0.0,261.0,1390.0,1,0,1,4,0,2225,1.0,0.0,2,1,4,1,2,7,6,1,4,1,1992.0,1,3.0,713.0,4,4,2,198,30,0,0,0,0,3,4,4,0,6,2010,8,4,194868.409899858,2225
1496,120,1,25.0,168,1,2,0,3,0,1,0,21,2,2,4,2,7,5,2004,2005,1,1,8,8,3,0.0,2,4,2,0,3,0,2,1298.0,5,0.0,190.0,1488.0,1,0,1,4,0,1488,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2004.0,0,2.0,506.0,4,4,2,168,50,0,0,0,0,3,4,4,0,3,2010,8,4,152605.298564403,1488
1497,160,1,39.0,85,1,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2004,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,840.0,840.0,1,0,1,4,0,1680,0.0,0.0,2,1,2,1,2,3,6,0,5,1,2004.0,1,2.0,588.0,4,4,2,0,111,0,0,0,0,3,4,4,0,1,2010,8,4,147797.702836811,1680
1498,160,1,30.0,75,1,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,1,120.0,2,4,2,2,3,0,2,280.0,5,0.0,320.0,600.0,1,0,1,4,0,1200,0.0,0.0,2,1,2,1,2,4,6,0,5,5,2004.0,1,2.0,480.0,4,4,2,0,172,0,0,0,0,3,4,4,0,4,2010,3,4,150521.96899297,1200
1499,160,1,24.0,50,1,1,3,3,0,4,0,21,2,2,3,5,7,5,2004,2005,1,1,8,8,3,0.0,2,4,2,2,3,3,2,368.0,0,42.0,190.0,600.0,1,0,1,4,0,1200,1.0,0.0,2,1,2,1,2,4,6,0,5,5,2004.0,1,2.0,480.0,4,4,2,0,172,0,0,0,0,3,4,4,0,2,2010,8,4,146991.630153739,1200
1500,160,1,24.0,50,1,1,3,3,0,4,0,21,2,2,3,5,6,5,2005,2005,1,1,12,13,1,216.0,2,4,2,2,3,3,2,376.0,5,0.0,224.0,600.0,1,0,1,4,0,1236,1.0,0.0,2,1,2,1,2,4,6,0,5,5,2005.0,1,2.0,480.0,4,4,2,0,166,0,0,0,0,3,4,4,0,5,2010,8,4,150306.307814534,1236
1501,160,1,0.0,61,1,2,3,3,0,0,0,21,2,2,4,5,6,5,2000,2000,1,1,8,8,1,1159.0,2,4,2,2,3,3,2,466.0,5,0.0,290.0,756.0,1,0,1,4,0,1512,1.0,0.0,2,1,2,1,2,5,6,0,5,5,2000.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,3,4,4,0,5,2010,8,4,151164.372534604,1512
1502,160,1,0.0,45,1,2,0,3,0,2,0,21,2,2,4,5,7,5,2003,2003,1,1,12,13,3,0.0,2,4,2,2,3,3,2,244.0,5,0.0,286.0,530.0,1,0,1,4,0,1080,0.0,0.0,2,1,2,1,2,4,6,0,5,1,2003.0,1,2.0,496.0,4,4,2,0,50,0,0,0,0,3,4,4,0,6,2010,8,4,151133.706960953,1080
1503,20,1,57.0,1522,1,1,0,3,0,4,0,21,2,2,0,2,8,5,2010,2010,1,1,5,5,3,0.0,2,4,2,0,2,3,2,1032.0,5,0.0,610.0,1642.0,1,0,1,4,0,1418,1.0,0.0,1,1,1,1,2,6,6,1,2,1,2010.0,1,3.0,852.0,4,4,2,160,192,0,224,0,0,3,4,4,0,4,2010,6,5,156214.042540726,1418
1504,60,1,68.0,394,1,2,0,3,0,4,0,21,2,2,0,5,8,5,2000,2000,1,1,12,13,3,0.0,2,4,2,2,3,3,2,484.0,5,0.0,491.0,975.0,1,0,1,4,0,1848,1.0,0.0,2,1,3,1,2,7,6,1,4,1,2000.0,1,2.0,592.0,4,4,2,280,184,0,0,0,0,3,4,4,0,4,2010,8,4,171992.760735142,1848
1505,20,1,80.0,517,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2002,2002,1,1,12,13,3,0.0,2,4,2,2,3,3,2,833.0,5,0.0,659.0,1492.0,1,0,1,4,0,1492,1.0,0.0,2,0,3,1,2,6,6,1,2,1,2002.0,1,2.0,596.0,4,4,2,277,137,0,0,0,0,3,4,4,0,4,2010,8,4,173214.912549738,1492
1506,20,3,0.0,1095,1,2,0,3,0,4,0,14,2,2,0,2,6,6,1967,1967,3,1,6,6,1,120.0,3,4,1,3,3,3,2,506.0,5,0.0,1323.0,1829.0,1,2,1,4,0,1829,1.0,0.0,2,0,4,1,3,8,6,0,5,1,1967.0,1,2.0,535.0,4,4,2,0,76,0,0,0,0,3,4,4,0,5,2010,8,4,192429.187345783,1829
1507,60,3,80.0,1170,1,2,3,3,0,4,0,14,2,2,0,5,6,5,1993,1993,1,1,8,8,3,0.0,3,4,2,2,3,2,2,1137.0,5,0.0,143.0,1280.0,1,0,1,4,0,2495,1.0,0.0,2,1,4,1,2,9,6,1,4,1,1993.0,2,2.0,660.0,4,4,2,224,32,0,0,0,0,3,4,4,0,3,2010,8,4,190878.69508543,2495
1508,50,3,0.0,1848,1,2,0,3,0,4,0,14,2,2,0,0,6,5,1978,1978,1,1,8,8,3,0.0,3,4,2,2,3,2,0,687.0,3,46.0,491.0,1224.0,1,4,1,4,0,1891,0.0,1.0,3,0,3,1,3,7,6,1,4,1,1978.0,1,2.0,678.0,4,4,2,0,69,0,0,0,0,3,4,4,0,4,2010,8,4,194542.544135519,1891
